id,title,author,day,genre,story,score,platform
166,오징어도 사랑이 되나요?,젤리피쉬 / 문댄스,수,"스토리, 로맨스",오징어와의 정략 결혼은 싫어! 인간 왕자님을 만날거야! 귀엽고 사랑스러운 울릉도의 오징어 공주는 이웃 나라 징징왕자와의 정략 결혼식을 거부하고 진정한 사랑을 찾아 스스로 미끼를 물어 오징어잡이 배를 탄다. 인간 왕자와의 로맨스를 꿈꾸는 오징어 공주의 앞날은 과연...? 오징어도 사랑이 되나요?,9.796,네이버 웹툰
167,마녀와 용의 신혼일기,"바리달, 뉴릉이 / 디망",수,"스토리, 로맨스",한 번의 실수로 인생을 꿰인 천재 마녀의 달콤살벌 신혼생활! 신입과의 하룻밤으로 모든 지위와 명성에 먹칠 당하게 된 천재 마법사 웬디. 그런데 뭐..? 비밀을 지켜줄 테니 결혼해달라고...?!,9.964,네이버 웹툰
168,새벽 두 시의 신데렐라,산차,수,"스토리, 로맨스","3년이나 사귄 연인인 서주원이 재벌가의 막내아들이란 것을 알게 된 지 두 달. 하윤서는 주원과 헤어지는 대가로 돈을 받는다. 그리고 실제로 헤어지기 위해 정 떨어지는 행동들을 하지만, 주원은 아랑곳하지 않고 윤서의 마음을 돌리려 노력하는데 .",9.947,네이버 웹툰
169,얼굴천재,지에이,수,"스토리, 드라마","어느 날 갑자기 게임 캐릭터로 변신하는 능력이 생겼다! 그 스킬과, 그 모습이 모두 내 것이다. 나는 이제 언제든 얼굴천재 가 된다!",9.933,네이버 웹툰
170,로어 올림푸스,레이첼 스마이스,"수, 일","스토리, 로맨스","어디서도 본 적 없는 신화 이야기, 풋내기 여신 페르세포네와 지하세계의 왕 하데스의 현대판 로맨스 판타지! 글로벌 .1 인기작 를 한국어 버전으로 감상하세요.",9.965,네이버 웹툰
171,화가 살리에르,백원달,수,"스토리, 드라마","금선희는 자신에게 없는 예쁜 얼굴과 미술 재능, 오랫동안 짝사랑하던 남자 우수까지 모두 가진 류명화를 시기한다. 시간은 흘러 금선희는 유명 갤러리 관장, 류명화는 가난한 무명화가가 되고, 금선희는 명화를 떠난 우수와 닮은 남자를 이용해 류명화를 조종하려 하는데... 화가들의 삶에 얽히고설킨 매캐한 러브스토리.",9.882,네이버 웹툰
172,럭키언럭키,가천가,수,"스토리, 판타지","평범하게 살아왔던 안녹희, 알고보니 행운 초능력자였다?! 어쩌다보니 초능력학교 전교 1등까지 해버리고... 다시 평범해지고픈 안녹희의 고군분투 고교생활",9.972,네이버 웹툰
173,칼부림,고일권,수,"스토리, 시대극",뜻을 품고 한을 품은 팔도의 자제들아 서슬퍼런 칼날 내보이라! 이괄의 난을 배경으로 펼쳐지는 함이의 복수와 성장,9.944,네이버 웹툰
174,반귀,세정,수,"스토리, 로맨스","평범한 하연과 기묘한 후안의 평범하지 않은 캠퍼스 라이프! 귀신이 보이진 않아도 그들의 기운을 느낄 수 있는 하연은 어느 날 귀신인지 아닌지 헷갈리는 후안을 만나게 된다. 그 이후로, 정체 모를 기괴한 존재들이 자꾸만 하연의 주변을 맴돌게 되는데... 귀각시 세정 작가의 신작!",9.98,네이버 웹툰
175,범이올시다!,해,수,"에피소드, 일상",호통 치는 영희 할머니와 무뚝뚝 소녀 방실이 앞에 나타난 정체불명의 고양...아니 호랑이?,9.98,네이버 웹툰
176,속보입니다,밀카 / Z6,수,"스토리, 로맨스","평범한 대학생 예슬 은 대한민국에서 모르면 간첩이라는 최연소 메인뉴스 아나운서 김민준 을 만나기 위해 방송국 카페에서 아르바이트를 시작한다. 그러나 민준은 기대했던 것과는 다르게 너무 차갑기만 하고 제가 얼마나 오랜 기간 좋아했는데, 왜 이렇게 차갑게 구시는 거예요?",9.882,네이버 웹툰
177,수요웹툰의 나강림,이경민 / 송준혁,수,"스토리, 판타지","평소 웹툰을 즐겨보는 고등학생 나강림. 어느날 그의 눈앞에 웹툰 속에서 봤던 여주인공이 나타나는 기이한 일이 펼쳐진다. 심지어 웹툰에서와 똑같은 사건이 그녀를 위기로 몰아넣는데, 문제는 그 사건으로부터 그녀를 구해줄 주인공이 현실에는 없다는 것! 결국 나강림은 주인공 역할을 대신하여 그녀들을 구하기 위해 시간을 반복하며 구른다.",9.874,네이버 웹툰
178,반짝반짝 작은 눈,억수씨,수,"스토리, 판타지",신참 주민센터 공무원의 같은 일상에 마법사가 나타나 전입신고를 요청하는 상황이 끼얹어진다면? 평범한 듯 평범하지 않은 주민센터 공무원 윤의는 우연히 마법세계에서 피신 온 마법사와 마주치고 그가 지켜야하는 왕자의 알 용체 을 습득하게 되는데... 변덕쟁이 공무원과 고지식한 마법사가 펼치는 어불성설 로맨스!,9.919,네이버 웹툰
179,사랑과 평강의 온달!,한기주 / 일,수,"스토리, 로맨스","교육직 공무원인 박사랑, 그녀에게는 평생을 바쳐서라도 꼭 해야 하는 일이 있다. 바로 사촌 동생인 평강이 전생 평강공주 의 진짜 인연 온달 을 찾아주는 것! 그런데 온달을 찾고, 연을 맺어주느라 바쁜 사랑 앞에 미남들이 꼬이는데?!",9.963,네이버 웹툰
180,무용과 남학생,이호진,수,"스토리, 로맨스","어릴 적부터 소꿉친구 유연과 함께 발레를 배우던 시우는 어떤 사건으로 인해 발레를 그만두게 된다. 그러던 어느날 학교에 발레 하는 남학생 이준이 전학을 오고, 이준과 유연이 예술고등학교 무용과 입시를 준비하는 모습을 보면서 시우는 이준에게 묘한 경계심을 느끼게 되는데 발레와 함께 피어나는 세사람의 알쏭달쏭 첫사랑 로맨스!",9.876,네이버 웹툰
181,뱀은 꽃을 먹는가,소나음,수,"스토리, 로맨스","폭군 황제가 다스리는 황궁. 천재 악사 하랑은 황제가 끔찍이도 아끼는 꽃, 애화의 전속 악사로 부름 받는다. 그러나 황제는 하랑이 애화의 얼굴을 보는 것조차 용납할 수 없었다. 이제는 아무 것도 담아서는 안 되는 저 눈을 뽑아라! 하랑은 저열한 욕망으로 자신의 눈을 멀게 만든, 황제와 애화에게 복수를 결심하는데 .",9.944,네이버 웹툰
182,웰컴 온보드,다니,수,"스토리, 로맨스","간절하게 꿈꿔온 승무원 합격! 아란은 비행기에서 기절한 자신을 돌봐줬던 승무원 채현에게 반해 에어윙크에 입사한다. 입사하면 채현 선배와 비행을 해볼 수 있을까? 환상을 가지고 들어왔지만 이 직업은 그렇게 아름답지만은 않다. 신입 승무원 아란, 입사동기 선우, 선배 채현이 함께하는 비행과 사랑 이야기!",8.885,네이버 웹툰
183,스캔들,"달콤J,티바 / 도그",수,"스토리, 로맨스","당대 최고 인기 여배우의 스캔들의 주인공이 내 남편이라면? 남편의 불륜으로 신혼이 파탄난 지우는 기자생활을 접고 미국으로 떠나게 되고, 전 남편이 거절할 수 없는 제안을 건네온다.",9.907,네이버 웹툰
184,여우담:스윗싱가포르,나,수,"스토리, 로맨스",여우담 커플의 설레는 첫 해외 여행기 싱가포르! 본 콘텐츠는 나 작가가 전하는 싱가포르관광청의 브랜드 웹툰입니다.,9.89,네이버 웹툰
185,해귀,알파A,수,"스토리, 판타지",어느 날 갑자기 한마을을 덮친 해귀들. 해귀에게 엄마를 잃고 살 길을 찾아 마을 밖으로 도망친 주인공 한천은 엄마가 사실 해귀에게 죽은 것이 아니고 먹이로 납치당했다는 사실을 알게 된다. 한천은 끌려간 엄마를 구하기 위해 위험한 길을 떠나게 되는데...,9.878,네이버 웹툰
186,기억흔적,브라보 장,수,"스토리, 스릴러",사랑하는 가족을 잃은 남자. 가족을 살리기 위한 처절한 시간 여행이 시작된다.,9.468,네이버 웹툰
187,신선비,이서현,수,"스토리, 로맨스",꽃미남 뱀신랑과 얽혀버린 운명. 로맨스릴러 시즌2 시작!,9.901,네이버 웹툰
188,저승사자 출입금지,심웅섭,수,"스토리, 드라마",죽음 너머를 믿지 않는 간호사 주나비 그리고 그녀가 살린 저승사자 신의 그들의 트라우마 극복기.,9.723,네이버 웹툰
189,천도,진작,수,"스토리, 판타지","저승 문을 막고 있던 융이 살해 당하고, 다시 저승 문을 막기 위해 융을 되살리려는 유장. 망자들을 이용해 저승의 경계를 무너뜨리려는 사흉과 대립한다.",9.885,네이버 웹툰
190,구주,준치 / 조9,수,"스토리, 드라마","구원을 바라는 뱀파이어와, 그녀를 둘러싼 두 여자의 어긋난 관계. 뱀파이어인 원은 대학에서 선배 주이를 만난 후 새로운 감정을 배우고, 평범한 삶을 꿈꾼다. 원에게 집착하는 소꿉친구 세연은 둘을 갈라놓으려 하지만, 세연이 거슬렸던 주이는 일부러 원에게 접근한다. 세 사람의 관계는 파국으로 치닫는데 .",9.926,네이버 웹툰
191,수상한 비밀상담부,149,수,"에피소드, 스릴러","태희는 같은 반 해원이 자꾸만 자기를 쳐다보는 게 신경 쓰인다. 쳐다보는 이유를 알기 위해 방과후 해원을 쫓아가는데 골목길에서 해원이 웬 남자애랑 지금 뭐 하는 거지?! 충격과 혼란이 가득한 태희에게 해원이 건넨 말, 야, 네 뒤에 귀신 붙었다. 귀신 찾는 놈, 김찬! 귀신 잡는 놈, 최민우! 귀신 같은 놈, 김해원! 귀신 꼬이는 놈, 한태희! 개성 강한 네 사람의 우당탕탕 오컬트 청춘 성장 드라마!!",9.905,네이버 웹툰
192,내 룸메이트는 마네킹,서이,수,"스토리, 로맨스","인간이 되고 싶은 마네킹 도윤 , 우연한 기회에 인형 공포증에 시달리는 지호 와 만나 룸메이트가 된다. 도윤은 인간이 되고 지호는 트라우마를 극복해야만 한다. 두 남녀의 기묘한 동거는 성.공.적?!",9.896,네이버 웹툰
193,나의 계절,박수민,수,"스토리, 로맨스",승재는 친구의 부탁에 못 이겨 같은 반 봄이와 장난삼아 사귀게 된다. 시간이 갈수록 예상치 못 한 봄이의 매력에 승재는 끌림을 느끼면서도 마지막 순간에 떠 밀리듯 최악의 선택을 하고 마는데... 승재는 이 때만 해도 알지 못했다. 봄을 시작으로 잊지 못할 계절들을 보내게 될 줄은.,9.815,네이버 웹툰
194,시효완성,"삼바, 미스터리 / 담",수,"스토리, 드라마",과거 우발적으로 살인을 저질렀던 국회의원 원동혁. 2015년 현재 공소시효 폐지 법안 을 다루던 그는 한 통의 메시지를 받는다. 나는 네가 15년 전 한 일을 알고 있다.,9.255,네이버 웹툰
195,더 복서,정지훈,목,"스토리, 액션","재능있는 복서를 찾던 전설적인 트레이너 는 기묘한 소년을 발견한다. 그의 충격적인 재능은 과연 축복일까, 저주일까?!",9.919,네이버 웹툰
196,연애혁명,232,목,"스토리, 드라마","평범하면서 금사빠인 고등학생 순정남 공주영은 까칠하고 차가운 여학생 왕자림을 보고 사랑에 빠져버린다. 너무 다른 둘, 괜찮을까?",9.574,네이버 웹툰
197,기기괴괴,오성대,목,"옴니버스, 스릴러",절벽귀 오성대 작가의 신작 옴니버스 미스테리 스릴러. 기묘하고 괴상한 이야기들.,9.8,네이버 웹툰
198,나노마신,"한중월야,현절무 / 금강불괴",목,"스토리, 판타지","갖은 멸시와 목숨의 위협을 받던 마교의 사생아 천여운, 미래에서 나타난 후손이 천여운의 몸에 나노 머신을 주입한 후 그의 인생이 송두리째 바뀐다. 마교를 넘어 무림 최고의 자리에 오르기 위한 천여운의 거침없는 이야기가 시작된다!",9.944,네이버 웹툰
199,이두나!,민송아,목,"스토리, 로맨스","구 아이돌, 첫사랑, 소개팅녀까지 한 집에 모였다! 나노리스트 민송아 작가의 두근두근 누나 리스트!",9.859,네이버 웹툰
200,묵시의 인플루언서,조석,목,"스토리, 스릴러","어느 날 동네에 생긴 정체 모를 알 하나. 알은 빠른 속도로 퍼지더니, 급기야 알에서 나온 괴생명체는 사람들을 죽이기 시작한다. 그리고 이 모든 상황이 실시간으로 중계되는 계정이 생겼다.",9.928,네이버 웹툰
201,화이트 블러드,임리나,목,"스토리, 판타지",스타일리쉬 뱀파이어 액션! 그리고 처절한 로맨스..,9.967,네이버 웹툰
202,포식동물,신희빈 / 치훈,목,"스토리, 스릴러",스물다섯 취준생 상진의 옆방에는 괴물이 된 친구가 살고 있다. 괴물의 먹이를 구하기 위해 매일 밤 탐욕과 혐오로 가득한 인간들을 찾아 나선다. 상진과 괴물은 과연 인류의 구원자인가? 포식자인가?,9.921,네이버 웹툰
203,노답소녀,석우,목,"스토리, 로맨스",하나의 하루 석우 작가의 신작! 재벌가 손녀인 가빈은 친구 한 명 없는 왕따에 성격까지 노답이다. 5억원을 대가로 가빈을 비밀리에 경호하기 위해 전학 온 태웅. 과연 태웅은 정체를 숨긴 채 가빈을 잘 경호할 수 있을까?,9.484,네이버 웹툰
204,정글쥬스,형은 / 쥬더,목,"스토리, 액션","의문의 벌레약 정글쥬스 로 인해 곤충인간이 되었다. 이를 숨기며 살던 대학생 장수찬은 어느 날 그 모습을 모두에게 보이게 되고, 곤충인간들의 사회로 들어가 약육강식의 논리와 맞서 싸우게 되는데... 각양각색 곤충능력자들의 판타지 액션 슈퍼스트링 유니버스의 새로운 히어로 등장!",9.921,네이버 웹툰
205,겟백,세윤,목,"에피소드, 드라마","7년 전, 운명이 뒤바뀐 소녀들. 태어날 때 부터 타고난 능력을 지닌 다정과 그런 천재가 부러웠던 언니 은정. 그렇게 하루 하루가 지옥이었다!",9.98,네이버 웹툰
206,무사만리행,운 / 배민기,목,"스토리, 액션","2세기 후반, 마한 연맹 고리국 의 무사 나루가 로마제국의 검투 노예로 팔려가 자유를 얻기 위해 처절한 사투를 벌인다.",9.923,네이버 웹툰
207,마왕까지 한 걸음,윤홍,목,"스토리, 판타지","이건 그냥 마을 사람 랑 다를게 없잖아 , 나보다 강한 존재는 이 세계에 있을 수 없어! 세계관 최강자 자리를 위해 지상최강 마왕을 찾아 뭍으로 나온 바다의 왕 유리아. 그런데 거울을 보니 웬 어린아이가 ? 다리를 얻음과 동시에 그녀의 모든 힘이 사라져 버렸다... 그럼에도 여전히 세계최강 자리를 노리고 있는 그녀의 눈물겨운 여정이 시작된다!!",9.972,네이버 웹툰
208,하드캐리,조양,목,"스토리, 드라마","성격은 소심하지만 게임 실력 하나는 천상계 최고인 도윤 과 공부, 인성, 외모, 게임 실력 어디 하나 부족한 것 없는 수호 의 본격 프로게이머 도전기!",9.909,네이버 웹툰
209,오빠세끼,올리브유,목,"에피소드, 일상","우리학교 인기남 3인방이 누군가에게는 노답 친오빠!? 주목받는건 질색! 조용하고 존재감 없는 평범한 삶을 추구하는 해주에게는 걸어만 다녀도 튀게 잘생긴 오빠들이 있다. 해주는 오빠들의 동생임을 숨기며 학교를 다니지만, 결국 들켜버리게 되는데... 과연 해주는 오빠들이 있는 학교에서 자신의 목표를 이룰수 있을까?",9.618,네이버 웹툰
210,던전 씹어먹는 아티팩트,"제로워터, 엄키 / 엄키",목,"스토리, 판타지","내가 이 아티팩트를 만진 순간 너희도 끝장난 거야! 억울하게 죽은 던전 탐험가, 재앙급 아티팩트와 함께 사이다 복수극 시작! 죽음의 문턱을 넘어 두 번째 기회를 거머쥔 스테치 아텔리어. 그가 메멘토 모템 의 공생자로 기나긴 복수의 여정을 시작한다.",9.935,네이버 웹툰
211,트롤트랩,유비,목,"스토리, 판타지","트롤을 잡아, 인류를 지켜라! 정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션",9.721,네이버 웹툰
212,흑막 여주가 날 새엄마로 만들려고 해,목감기 / 하리힌,목,"스토리, 로맨스",친구들과 장난삼아 쓴 피폐 소설 속에 시민 1로 빙의했다. 그리고 저세상급 딸바보력을 자랑하는 여주인공의 아버지 헨스톤 공작에게 정체를 들켜버렸다. 문제는...... 그럼 내 딸이 피폐 소설에서 어떻게 되는 거지? ......뭐? 남주가 열 명? 행복하지 못한 딸의 미래를 바꾸기 위해 독립전쟁도 불사하겠다니. 이대로 두었다간 여러 목숨이 위험하다. 제가 여주님을 지켜드리겠어요! 그렇게 딸바보 공작님과의 동거가 시작됐다. 그런데 쪼그만 여주님이 어쩐지 좀 이상하다. 왜 자꾸 네 아빠랑 날 엮는 건데?,9.982,네이버 웹툰
213,신비,반지,목,"스토리, 로맨스",긴 잠에서 깨어난 미지의 생명체 신비와 그녀를 사랑하게 된 가람의 사랑 이야기 나의 뮤즈가 되어 줄래?,9.98,네이버 웹툰
214,아빠같은 남자,이수민,목,"스토리, 드라마","마음에 드실거예요. 아빠같은 남자거든요. 사이코패스 성격을 숨기고 살아가는 로펌대표 묘인준은 자신의 본성을 잘 감춘 채 재력과 권력, 그리고 겉보기에 화목한 가정까지 모든 걸 갖추고 살아가고 있다. 어느 날 끔찍히 사랑하는 외동딸 수진이 아버지 묘인준에게 결혼할 남자 정이현 를 소개하게 되는데, 묘인준은 그 순간 딸의 남자가 자신과 같은 부류의 인간임을 알아본다. 자신이 이룬 모든 것의 상징과도 같은 딸을 향해 접근하는 것은 물론, 여러 의심스러운 상황에서 계속 마주치게 되는 정이현... 묘인준은 그에게 딸을 뺏길 수 없다는 생각을 하게 되지만, 자신의 두 얼굴을 들키지 않으면서 딸을 지키기란 쉽지 않다. 거기에 더해 자신과 자신의 회사 법무법인 노블의 주변에서는 끊임없이 잡음이 들려오기 시작하고, 묘인준의 내재된 본성이 서서히 모습을 드러내며 상황은 점점 복잡해진다.",9.772,네이버 웹툰
215,쿠베라,카레곰,목,"스토리, 판타지",신의 이름을 가진 소녀와 마법사들이 펼쳐나가는 소속불명 장르 혼합 판타지,9.969,네이버 웹툰
216,최강전설 강해효,최병열,목,"스토리, 액션",맹수같이 거친 문제아 학생들만 모여있는 최강고등학교!! 그곳에서 변화가 시작되었다.,8.822,네이버 웹툰
217,뜨거운 양철지붕 위의 고양이,뱅캣,목,"스토리, 스릴러","스스로가 외톨이임을 자처하는 열일곱 살 소년 민서. 그에게 완벽하게만 보이는 친구 지원이가 구원자처럼 다가온다. 어느 날 우연히 뺑소니를 당한 지원이를 구해주게 된 민서는 그의 호감을 사게 되고, 그것을 계기로 용기를 얻은 민서는 지원이와 친해지고 싶은 생각에 난생처음 자기 집에 친구를 초대한다. 하지만 지원이와 가까워질수록 그의 의문스러운 말과 위험한 행동 때문에 동시에 묘한 긴장감이 돌기 시작하고, 민서의 모든 것들을 하나둘씩 집어삼키기 시작하는 지원... 그의 정체는 뭘까?",6.93,네이버 웹툰
218,별을 삼킨 너에게,ARI,목,"스토리, 로맨스","어둠 같은 현실 속에서도 우리가 빛나는 이유는, 저마다의 별을 품고 있어서가 아닐까? 별처럼 빛나는 우리들의 성장, 그리고 로맨스. 네이버웹툰 최강자전 19년 대표작.",9.915,네이버 웹툰
219,선의의 경쟁,송채윤 / 심재영,목,"스토리, 드라마",완벽해보이는 제이와 순박한 전학생 슬기. 단짝이 된 두 여고생은 점차 서로를 향한 광기를 드러내고 전교 1등을 향한 피 튀기는 경쟁이 펼쳐진다.,9.915,네이버 웹툰
220,마법사랑해,명랑 / 청설모,목,"스토리, 판타지","대륙에서 가장 위대한 마법사 랑데르케셀 . 목숨을 희생하여 파멸의 군주 페르샤디스 를 봉인하는데 성공하지만 6개의 성물로 나뉘어 봉인되어 있던 마왕이 부활의 움직임을 보이자, 600년간의 긴 잠에서 소년 랑해 의 모습으로 깨어나게 되는데...",9.937,네이버 웹툰
221,완벽한 결혼의 정석,"이범배, 영 / 제리볼",목,"스토리, 로맨스","남편이 내 동생을 사랑하고 있었다. 하필이면 내 생일에 그의 진심을 알아버렸고, 그날 나는 죽었다. 그런데 1년 전으로 돌아왔다? 다시 살게 된 그날, 나는 결심했다. 이번에는 내가 동생의 남자와 결혼하기로. 남은 시간은 1년, 그때까지 완벽한 복수를 해야 하는데 그런데 이 남자, 너무 완벽하다. 계약 결혼의 상대인 재벌 2세 서도국. 그의 눈빛에, 그의 입술에 자꾸만 아찔해진다. 나, 어떡하지 ?",9.92,네이버 웹툰
222,어느날 네가 떠올라!,해영채,목,"스토리, 로맨스",내 세계가 너로 인해 조금씩 무거워 지고 있어. 학급 아이들에게 공기 취급을 받는 여고생 가람. 겉보기에는 완벽하지만 정말로 몸무게가 0 인 비밀을 숨기고 있는 남고생 산들. 어느 날 산들은 실수로 넘어지는 바람에 가람 앞에서 하늘로 떠오르게 된다. 산들의 비밀을 알게 된 뒤 잔잔했던 가람의 일상은 조금씩 어긋나며 변화하기 사작하는데..!,9.95,네이버 웹툰
223,시에라,Rana / 문아,목,"스토리, 로맨스","비슷한 이유로 태어나 비슷한 이유로 불행했던 공작가의 사생아 시에라 와 황제의 사생아 클로드 . 아무에게도 말할 수 없는 관계를 유지하던 두사람에게 불행이 찾아온다. 다시 시간을 되돌릴 수 있다면, 다른 선택을 할 수 있게 해 줘 밀려오는 후회를 감당하지 못하는 시에라, 눈을 떠보니 그녀의 옆에는 클로드가 있는데",9.9,네이버 웹툰
224,꽃만 키우는데 너무강함,쿰타타 / 주현후,목,"스토리, 판타지","황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데, 게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다",9.96,네이버 웹툰
225,폭탄주먹 변대장,엄재경 / 지야프,목,"스토리, 개그","전 우주의 문제아들이 모이는 곳, 안드로메다 고등학교에 지구인 신입생이 도착한다. 주인공은 바로 변대장. 옮기는 학교마다 터지는 폭력 사건으로 지구상 모든 고등학교를 거쳐 더 이상 갈 곳이 없어진 변대장은, 결국 안드로 고등학교로 전학 오게 되는데... 초능력 외계인이 득실대는 야성의 정글, 안드로 고등학교에서 변대장은 살아남을 수 있을 것인가!? 목표는 졸업! 변대장의 모험이 시작된다!",9.443,네이버 웹툰
226,만물의 영장,보민,목,"에피소드, 개그","바다에 빠져 실종된 후, 무인도에서 7년 만에 살아 돌아온 우영장의 좌충우돌 문명 적응기! 그의 몸은 단단한 근육질로 변했고 온갖 동물과의 의사소통은 물론, 특별한 능력까지 구사하며 사건사고가 끊이질 않는다. 과연 영장은 밀림보다 무섭다는 도시에서 살아남을 수 있을까?",9.955,네이버 웹툰
227,안개무덤,김태영,목,"스토리, 스릴러","실종된 가족을 수사하려고 하면 할수록, 알 수 없는 초자연 현상에 시달린다. 사건 현장을 뒤덮는 벌레들. 그리고 부적. 이곳은 무덤이다. 지상최대공모전 우수상 수상작! 숨막히는 공포 스릴러가 왔다!",9.933,네이버 웹툰
228,불편한 관계,잔스,목,"스토리, 로맨스","회사 동료 정이라 와 공은도 는 서로의 이별을 위로하며 술자리를 갖고 다음날 아침 함께 눈을 뜬다. 하루 아침에 동료에서 불편한 관계 로 전락한 두 사람! 어젯밤, 우리 사이에 무슨 일이?!",9.982,네이버 웹툰
229,네가 죽기를 바랄 때가 있었다,아란,목,"스토리, 로맨스","끔찍하게 싫어하는 원수의 딸과 결혼하게 된 황제, 절대 좋아할 수 없다 생각했던 황후에게 예상치 못한 감정을 느끼게 된다.",9.87,네이버 웹툰
230,시월드 판타지,진돌 / 히디,목,"스토리, 판타지","첫 눈에 반한 남편이 악마라니.... 그리고 시어머니는 마왕?! 0 용사 조라세, 시댁의 찐 마왕과 목숨을 건 ? 대결이 시작된다.",9.965,네이버 웹툰
231,마계인섬,초,목,"스토리, 판타지","용이산다 초 작가의 새로운 일상판타지! 10년 전, 대한민국 바다에 갑자기 나타난 마왕의 성 . 두려움의 대상이었던 그 곳은 매직랜드 로 불리며 세계적인 테마파크가 된다. 인간들의 우려와는 달리, 그곳을 운영하는 마왕 퀴록 과 마족들은 평화로운 공존을 위해 노력하며 살아가고 있다. 그러던 어느 날 그들의 평화로운 매직랜드에 변화가 찾아오는데 !",9.857,네이버 웹툰
232,로그아웃,임목원,목,"옴니버스, 스릴러","인간이 상상하기 힘든 신기술들이 개발되고 욕망을 충족해가는 사람들... 인류에게 주어진 선물일까, 저주일까",9.613,네이버 웹툰
233,롤랑롤랑,자유,목,"스토리, 판타지",코기 왕자 롤랑과 마녀 루이사의 모험 이야기. 베일에 숨겨져 있던 대사제의 과거와 교단의 비밀이 드디어 밝혀지는데...,9.966,네이버 웹툰
234,길티액스,정샛별,목,"스토리, 판타지","눈앞의 불의를 외면하는 순간, 반드시 불행한 사람이 생긴다. 정의로운 소년 단태는 친구를 구하다가 죽었다. 그때 함께 나타난 죄 라고 불리는 괴물. 하지만 죽은 줄 알았던 단태에게 주어진 선택지. 이대로 천국으로 갈 것인가, 죄를 쳐죽이고 사람들을 구할 것인가? 단태의 처절한 단죄 액션 판타지.",9.715,네이버 웹툰
235,"그 개, 만두",호정,목,"스토리, 드라마","자네 만두는 개도 안 먹을 걸세! 산골 마을에 파리만 날리는 만둣가게 주인 공 씨. 모두에게 외면받던 그를 위로해준 건 거리에서 만난 떠돌이 강아지였으니, 귀엽고 비범한 강아지 만두와 다정한 공 씨가 들려주는 동화 같은 이야기!",9.974,네이버 웹툰
236,달의 요람,이정선,목,"스토리, 드라마","낯선 나라 유안에 끌려온 멸망국의 포로, 월영. 황궁에서 만난 건 가국을 멸망시킨 유안의 장군 연오와 대 유안 제국의 황제였다. 궁녀에서 황귀비로, 가장 낮은 곳에서 가장 높은 곳으로 거침없이 오르는 월영의 잔혹한 궁중로맨스가 시작된다.",3.704,네이버 웹툰
237,그 황제가 시곗바늘을 되돌린 사연,화영 / 용끄,목,"스토리, 로맨스","황후 리지가 숨을 거둔 뒤에야 황제 레온은 자신의 어리석음을 깨닫고 후회했지만 이미 시곗바늘은 지나갔다. 레온의 소원으로 시계탑의 마녀는 레온이 황후 리지를 처음 만나던 날로 시곗바늘을 되돌리고, 과거로 돌아간 레온에게 남은 일은 오직 리지를 행복하게 해주는 일 뿐... 하지만, 되돌린 시곗바늘의 영향력은 생각하는 것 이상으로 컸는데... 과연 레온은 리지를 행복하게 해 줄 수 있을까?",9.972,네이버 웹툰
238,성스러운 아이돌,스튜디오M / 악사,목,"스토리, 드라마","만인의 사랑을 받는 신의 대리자이자 성스러운 대신관인 렘브러리. 이세계를 침공한 마왕과 맞서 싸우다 정신을 차려보니, 대한민국 듣보 아이돌의 몸으로 깨어나 버렸다..! 그는 무사히 아이돌 생활에 적응하고 원래의 세계로 돌아갈수 있을까?",9.979,네이버 웹툰
239,루커피쳐,효정,목,"스토리, 로맨스","어려서부터 동화 삽화가를 꿈꾸던 지수. 꿈을 이루기 위해 자퇴를 하고 할머니 댁으로 간 지수는 그곳에서 도원을 만나게 된다. 꿈이 없어 고민이던 도원은 꿈을 위해 노력하는 지수에게 관심이 가는데... 잡으려 할수록 멀게만 느껴지는 꿈, 언젠가는 꿈에 닿을 날이 올까요?",9.972,네이버 웹툰
240,겟라이프,MOOHAK,목,"스토리, 판타지","그 것은... 소년들을 빛나게 하기도, 고통스럽게 하기도 하였다. 축복과 혼돈의 힘 라이프 ! 이를 둘러싼 음모와 대전쟁의 시작.",9.864,네이버 웹툰
241,어차피 남편은!,찡나,목,"스토리, 로맨스","연애만 했다 하면 남자친구가 사고, 도박, 바람, 잠수 등 온갖 사건을 만들어 패가망신 당하는 연 홍 . 왜 이런가 관상을 봤더니, 이미 지나간 인연 중에 남편이 있다고?! 전남친을 다시 찾아가야 한다는 건가? 평생 같이할 한 사람을 찾고 싶은 홍이의 남편감 찾기!",9.949,네이버 웹툰
242,집사레인저,현실안주형,목,"스토리, 액션",거대 괴수 냥이?! 도시 하나 파괴하는건 일도 아닌 고양이들이 세상을 지배한다. 2019 지상최대공모전 2기 대상 수상작!,9.941,네이버 웹툰
243,야만의 시대,신의철 / 장대현,목,"스토리, 액션","에서 나와 똑같이 생긴 사람을 발견했다! 과거도 미래도 없이 막 나가던 내 인생과 달리 부잣집 모범생으로 모든 걸 가진 듯 보이는 그 녀석은 혹시, 보육원에서 자란 내가 존재조차 몰랐던 쌍둥이?! 녀석을 찾아 시작부터 꼬여버린 인생의 실타래를 풀어보려는 찰나, 엄청난 트러블이 생기고 만다. 문명 사회로 포장되어 있지만, 인간 윤리와 도덕의 마지노선을 넘은 야만의 시대에 던져진 청춘들의 이야기",9.89,네이버 웹툰
