id,title,author,genre,story,score,platform
93,"꿀잠, 재워주세요!",진하 / 김윤지,"스토리, 로맨스","자... 자고 싶어요! 완벽한 워라밸을 유지하던 재영의 일상은 심각한 불면증으로 산산조각 났다.야근 중에 쪽잠을 자던 어느날, 우연히 듣게 된 선우의 목소리는 재영을 달콤한 꿀잠으로 인도하고 회사에서 다시 마주친 선우에게 다짜고짜 자신을 좀 재워달라고 말하는 재영!그런데 선우가 취임식에서 도망쳤다던 회사 대표님이라고?!꿀잠 라이프를 위해 선우의 목소리가 필요한 재영과 대표직 사수를 위해 목소리 콤플렉스를 극복해야 하는 선우의 로맨틱 코미디",9.34,네이버 웹툰
94,싸이코 리벤지,기송 / 넴가,"스토리, 액션",종잡을 수 없는 싸이코 스트리머 네온마스크가전국의 모든 일진조직들을 상대로 전쟁을 벌인다. 너희가 나의 가족을 빼앗았으니나는 너희의 모든 걸 짓밟아주마.,9.31,네이버 웹툰
95,정보전사 202,이작가,"스토리, 액션",간첩 202호! 작전명 한라혈통!관종의 임무를 완수하고 자유를 얻어라.,9.28,네이버 웹툰
96,가비지타임,2사장,"스토리, 스포츠",열혈따윈 개나 줘.낙오자들 뿐인 농구부의 운명은?,9.96,네이버 웹툰
97,신이 담긴 아이,건치 / 호진,"스토리, 판타지","이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에 예언의 아이 가 나타났다.",9.91,네이버 웹툰
98,스테어스,옹구,"스토리, 판타지","세상의 끝에는 월 스테어 가 있고, 그 끝에는 모든 것이 있을 것이다.한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!",9.56,네이버 웹툰
99,용련,실,"스토리, 로맨스","물의 나라 수오국은 용족이 다스리는 다섯 지역이 모인 연맹국.왕족은 여의 보주, 용련을 반려로 맞아 용왕이 되며 이 혼인식을 용련제라 한다.어느 날, 용련제 도중 하늘에서 사람이 떨어진다.그 사람은 바로 문희 .원래 용련이여야만 했던 백사홍 대신 그녀가 진짜 용련으로 추대된다.평범한 회사원이었던 문희는 졸지에 수오국의 용련이 되면서 용이라 불리는 류완 과 결혼해야 하는 처지에 놓이는데...",9.71,네이버 웹툰
100,상연,YooN,"스토리, 드라마","세상에는 시스템으로 처리하지 못하고 새어나오는 오물들이 존재한다.상연은 의뢰를 받아 그런 성범죄자들을 처리하는 사냥꾼이다.낮에는 평범한 편의점 알바생이지만 밤이 되면 성범죄자들을 사냥하는 이중생활을 이어가던 어느날, 또 한 명의 오물을 처리한 상연은 같은 성범죄를 수사하던 경찰의 예기치 않은 기습 수사에 증거를 남기고 현장을 떠나게 된다.",9.59,네이버 웹툰
101,사장님을 잠금해제,박성현,"스토리, 개그","얼떨결에 죽어 스마트폰이 된 39살 대기업 천재 선주,얼떨결에 그 스마트폰을 주운 29살 취준생 인성,아홉수 두 사람이 힘을 합쳐 살인범을 찾는다.",9.94,네이버 웹툰
102,두근두근 네가 좋아서,서혜은 / 박래모,"스토리, 로맨스","모든 게 완벽한 탑스타 서건우, 만만치 않은 신인 민서연에게 반해버렸다.",9.94,네이버 웹툰
103,스트러글,윤준식 / 백지운,"스토리, 액션",친구의 억울한 죽음 이후 도망치듯 강원도 오지의 대안학교로 간 은가비.그곳에서 비밀스러운 수련법을 받아들이게 되는데... 은가비의 본격적인 복수가 시작된다!,9.2,네이버 웹툰
104,여름은 뜨겁다,JQ / ZK,"스토리, 드라마","어둠을 삼키는 흑룡 이라 불리는 동대정고 최강자 신서용 .그의 앞에 둘도 없는 친구 피를 뿌리는 적룡, 한대용 의 여동생 한여름 이 나타난다. 예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물",9.45,네이버 웹툰
105,스윗솔티,달삐,"스토리, 드라마",이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.,9.97,네이버 웹툰
106,오일머니,정하용 / 펜촉,"스토리, 드라마","대한민국의 혈관, 송유관에서 기름을 훔친다! 도유꾼들의 석유쟁탈 범죄액션!",9.95,네이버 웹툰
107,평화선도부,최경민 / 용성,"스토리, 액션","선도 시켜 주마! 학교폭력으로 얼룩진 구천 , 막나가는 구천의 일진들을 선도시키기 위해 평화선도부 가 태어났다!",8.82,네이버 웹툰
108,도플갱어의 게임,킹스날 / 쥐주,"스토리, 스릴러","여고에서 시작된 시한폭탄 같은 게임! 수업종료종이 울릴 때마다, 한 명씩 영혼을 빼앗긴다.",9.93,네이버 웹툰
109,도망자,신영우,"스토리, 판타지","감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데... 키드갱 신영우 작가의 코믹액션이 돌아왔다!",9.88,네이버 웹툰
110,아테나 컴플렉스,케이사르,"스토리, 판타지",이런 여신님은 처음!어느 여신님의 수천년에 걸친 애절한 짝사랑 이야기,9.88,네이버 웹툰
111,커피도둑,유지별이,"스토리, 판타지","학교 뒷산에 있는 카페 커피도둑 그곳에 시간을 사는 남자 가 있다는 소문이 퍼진다. 1년 전, 사고를 당한 유나래 는 저승사자 새우 와 함께 그곳으로 찾아가 다시 살아나기 위해 시간을 훔치려 하는데...",9.95,네이버 웹툰
112,장단에 맞춰줘!,햇님,"스토리, 로맨스",초단신 보람과 일진농구부 최겸의너무 다른 반전 개그 로맨스!,9.83,네이버 웹툰
113,달달한 그녀,S / 날치,"스토리, 로맨스","세계 인구가 급증하자 피가 풍족해진 뱀파이어들은 피의 맛과 질을 고르기 시작했다.그후 인간의 피를 와인처럼 숙성시켜 마시는 시대가 왔다.그 중 최고의 와인제작사 킹스턴 와이너리의 대표자리를 친형에게 빼앗긴 해리는 한국에서 작은 와인바에서 혈액 브로커로 살아간다. 어느 날, 해리를 찾아온 여고생 연서가 천문학적인 가치의 피를 가졌음을 알고 연서에게 혈액제공 독점계약을 제안한다. 돈이 필요한 연서는 계약을 받아들이고 해리의 관리를 받게 되면서 종을 초월한 로맨스가 싹터가는데...",9.67,네이버 웹툰
114,서브 콤플렉스,소이,"에피소드, 로맨스",서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?,9.93,네이버 웹툰
115,초인의 시대,섭이,"스토리, 액션","지구에 근원 모를 괴물들이 출현하고그들을 제압하는 초인 들 또한 등장한다.정체불명의 괴물과 초인, 바야흐로 초인의 시대 가 도래한다!",9.95,네이버 웹툰
116,여기 악마가 있어,맷집왕,"스토리, 드라마","게임회사의 인사팀에서 일하게 된 1년 차 직장인 조승훈.인간의 모습을 한 악마 상사와 함께 회사를 급성장시키게 되는데 성장의 이면에 있는 악마의 진짜 목표는 무엇이며, 이를 깨달은 인간은 과연 어떤 선택을 하게 될 것인가.",9.89,네이버 웹툰
117,피노키오 소녀,망순,"스토리, 스릴러",다시 돌아온 고향. 그리고 이곳에서 일어나는 원인 불명의 실종사건. 이것은 공포 웹툰이 아니다. 그녀의 거짓말을 믿지 마세요...,9.77,네이버 웹툰
118,정순애 식당,아르몽,"스토리, 드라마",미각을 잃은 사람도 이곳에 오면 맛있다 를 외칩니다!!따뜻한 집밥과 사람 사는 냄새가 나는 힐링공간 정순애식당에 어서오세요,9.98,네이버 웹툰
119,미래의 골동품 가게,구아진,"스토리, 스릴러",저주를 풀기 위한 단 한 가지의 방법. 소중한 것들을 지키기 위한 기묘한 소녀의 퇴마가 시작된다.,9.98,네이버 웹툰
120,소심한 팔레트,한민기,"스토리, 로맨스",소심해서 좋아하는 사람에게 말도 못 붙이고 친구들에게 늘 무시 당하기 일수라면? 당신의 설렘이 현실이 되는일러스트 동아리 팔레트로 오세요,9.96,네이버 웹툰
121,한강예찬,김8,"스토리, 드라마","겉보기엔 좋아보이지만 속은 썩었어! 가식에 지친 현대인의 현타 도미노.고교동창생 한세련 강아영 예은지 차안나의 관계, 그리고 이야기.",9.95,네이버 웹툰
122,하루달콤 하루쌉싸름,은유,"스토리, 드라마","잊지 못할 추억의 음식, 그 안에 담긴 소중한 이야기.",9.9,네이버 웹툰
123,삶이 우리를 속일지라도,김지수,"스토리, 로맨스",재벌 3세들과 친해진 가난한 대학생!그녀는 솔직해질 수 있을까?,9.94,네이버 웹툰
124,캡틴 비앙카,소망,"스토리, 로맨스","캡틴 비앙카모두가 원하던 새로운 영웅의 등장!!한가로운 해변 마을, 여관에서 허드렛일을 하는 청년 레온은 뜻밖의 손님을 만나게 된다. 해적인 줄만 알았던 무시무시한 분위기의 손님, 비앙카는 희귀한 해양생물을 찾아내서 보호하는 나름 ? 착한 사람. 그녀와 함께 소매치기 펭귄, 딸기 거북이, 사기꾼 해달 등을 만나게 되면서 레온은 점차 비앙카의 매력에 빠지게 된다.한편, 희귀한 해양생물이 유독 많이 등장하는 이 마을이 심상치 않음을 직감한 비앙카 앞에 철천지 원수 ? 실버단의 디고르가 나타나고, 비앙카에게 연정을 숨기지 않는 디고르를 보며 레온은 마음이 복잡해지기만 하는데...지금까지의 판타지와는 결이 다르다!한 번 보면 빠져나올 수 없는 캡틴 비앙카의 매력 !!",9.61,네이버 웹툰
125,리안소울의 엑소클럽,신진오 / 박희정,"스토리, 판타지",녹안 을 가진 신비한 소녀 소울과 천재 사이코패스 리안. 미스테리한 저주계 사건을 해결하기 위해 의기투합하다.,9.76,네이버 웹툰
126,안녕 나의 모모로,켄타,"스토리, 감성",전쟁 후 홀로 남은 소년 로이.자신을 챙겨준 고양이 모모로의 죽음을 받아들이지 못하고 헤매는데...외톨이 소년 로이의 가슴 아프지만 따뜻한 이야기,9.98,네이버 웹툰
127,불발소년,곤세,"에피소드, 드라마","킬러소년 민준, 소녀를 만나고 삶이 달라지다어렸을 때부터 프로 킬러로 교육받고 자란 민준은 어느날 수학여행에서 한 소녀를 만나게 되고 감정이 없는 그에게 감정이라는 것이 자라나기 시작한다.",9.89,네이버 웹툰
128,경비 배두만,이영곤,"스토리, 액션",지난 인생이 후회스러운 건달 출신의 60대 아파트 경비원 두만 과 남은 인생이 막막한 20대 흥신소 직원 새봄 거대한 범죄 세력에 맞서기 위해 힘을 합쳤다!,9.95,네이버 웹툰
129,틴맘,theterm,"스토리, 드라마",나 혼자서 잘 할수 있을까?어린 엄마의 좌충우돌 육아일기,7.44,네이버 웹툰
130,냐한남자,올소,"스토리, 로맨스","냥줍을 잘못하면...남자친구가 생깁니다 ? 그들의 기묘한 동거가 시작되는 순간,오늘부터 당신도 춘배 의 매력에 헤어나올 수 없습니다.",9.98,네이버 웹툰
131,신상 미스터리 극장,신상윤,"옴니버스, 스릴러","예상을 뒤엎을 연극의 막이 올랐다.당신의 상상, 그 이상의 것",9.75,네이버 웹툰
132,그놈은 흑염룡,혜진양,"스토리, 로맨스",요즘 것들은 랜덤채팅 한다고? 2000년대엔 게임 정모 가 있었다!그곳에서 만난 그 남자 흑.염.룡.,9.97,네이버 웹툰
133,공방의 마녀,박소희,"스토리, 로맨스","저주를 받은 자, 저주를 건 자, 저주를 수호하는 자 괴상한 저주를 둘러싼 세 가문의 이야기.영국 공작가의 아들과 마녀의 후손 그리고 저주를 수호하는 자의 후손이 벌이는 삼각관계!",9.79,네이버 웹툰
134,얌전한 사이,JQ / 이진영,"스토리, 드라마",바라보기만 했던 그 사람이 아내를 잃었다. 미쳤어! 난 결혼했잖아,9.02,네이버 웹툰
135,셧업앤댄스,이은재,"스토리, 드라마",아이돌 연습생 5년. 오디션 프로그램 탈락. 학교로 돌아왔다.에어로빅부??? 제발 날 내버려 둬! 난 이제 조용히 살고 싶다고!,9.97,네이버 웹툰
136,악령주의보,토마토모닝,"스토리, 액션","귀신을 보는 소녀 순심. 어느 날, 외면하고 싶었던 사건에 뛰어들다...?!나에게는... 귀신이 보인다...!",9.84,네이버 웹툰
137,Here U Are,D JUN,"스토리, 로맨스","학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이 ? 가 될 두 사람의 이야기",9.68,네이버 웹툰
138,오늘도 사랑하세요,하찌,"스토리, 로맨스",우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.,9.73,네이버 웹툰
139,저세상 클라스!,꾀돌이,"스토리, 액션",외모때문에 일진으로 오해받지만 속마음은 여린 최강희에게 싸움고수 할머니 영혼이 빙의되었다?!입학하자마자 의강고 서열 1위 일진짱이 된 최강희 ! 무서운 인상과 살벌한 말투에 모두가 그 앞에만 서면 벌벌 떨며 도망치지만... 사실 그는 친구 100명 만들기가 소원인 마음씨 착한 여린 소년이었다!어느날 우연히 10년 전에 돌아가신 할머니의 유골함을 떨어트린 손자 강희에게 할머니의 영혼이 빙의되는데...핵인싸 싸움고수 할머니가 빙의된 상태로 펼쳐지는 강희의 파란만장한 학교생활! 숨겨진 할머니의 비밀권법! 강희야 가자!!,9.95,네이버 웹툰
140,모럴센스,겨울,"스토리, 로맨스","일반인들과는 아주 조금 남다른 성향을 지닌 한 남자, 꿈에 그리던 주인님 을 만나다?!오해와 진실 사이에서 아슬아슬 피어나는, 아주 조금 ? 남다를 뿐인 로맨스!",9.96,네이버 웹툰
