,title,day,writer,illustrator,story,platform,genre,,,,,,
2135,커밍업!,완결,기선,기선,기선작가가 선보이는 본격 걸그룹 만들기 프로젝트!,카카오웹툰,로맨스,,,,,,
2136,한여름밤의 꿈,완결,김용회,김용회,"숲, 소년 그리고 한여름의 꿈이 시작되는 순간의 이야기",카카오웹툰,드라마,,,,,,
2137,루드비코의 만화영화,완결,루드비코,루드비코,만화 작가 루드비코의 영화로 보는 일상,카카오웹툰,코믹/일상,,,,,,
2138,파이팅 스타,완결,두엽,두엽,런던올림픽? 난 우주올림픽이야! 재미대통령 두엽작가의 2012 액션대작!,카카오웹툰,학원/판타지,,,,,,
2139,"다시, 봄",완결,라라시스터,라라시스터,두 번 다시 안올 그날이 되돌아 오면 당신은 무엇을 할건가요?,카카오웹툰,판타지 드라마,,,,,,
2140,언더시티,완결,쵸밥,쵸밥,"가상현실의 도시, 언더시티에 오신 것을 환영합니다.",카카오웹툰,학원/판타지,,,,,,
2141,올망동은 평화롭습니다,완결,니나노머신,니나노머신,지구방위연구소의 악당 외전..개념찬 악당의 이상한 동네 적응기!,카카오웹툰,코믹/일상,,,,,,
2142,트릭코드,완결,환상거북,환상거북,미스터리한 사건들의 비밀을 밝히기 위한 추리극,카카오웹툰,공포/스릴러,,,,,,
2143,애썸,완결,김종진,김종진,누구나 겪었을 법한 사랑과 소중한 만남에 대한 짧은 이야기,카카오웹툰,로맨스,,,,,,
2144,웨이크 업 데드맨,완결,김용환,김용환,"시체가 벌이는 순정로드무비, Daum 공모전 최우수상 수상!",카카오웹툰,학원/판타지,,,,,,
2145,오세요 타로샵,완결,박강호,박강호,국내 최초 타로 실전 웹툰. 애매한 것에 대한 답이 여기에!,카카오웹툰,드라마,,,,,,
2146,노루,완결,안성호,안성호,"200광년을 건너온 카메라, 인류의 마지막을 담다!",카카오웹툰,판타지 드라마,,,,,,
2147,아코르,완결,마하로,마하로,잔혹한 과거를 가진 이안과 신비한 소녀 네이가 만들어내는 가슴시린 성장동화,카카오웹툰,판타지 드라마,,,,,,
2148,굿모닝 사회인 야구,완결,장이,장이,기초부터 배우는 사회인 야구 교본의 정석!,카카오웹툰,액션/무협,,,,,,
2149,나는 매일 그를 훔쳐본다,완결,유현숙,유현숙,훔쳐보기로 사랑을 시작해버린 극소심녀의 좌충우돌 연애담,카카오웹툰,로맨스,,,,,,
2150,고.흔.연,완결,우문경,우문경,고양이를 통해 만난 흔해빠질 수 있는 그와 그녀의 인연,카카오웹툰,판타지 드라마,,,,,,
2151,레이어즈 아나키,완결,글피,글피,"시공을 초월한 그 곳, 레이어를 둘러싼 학원감성액션!",카카오웹툰,학원/판타지,,,,,,
2152,오! 마이 레이스,완결,배추도사무도사,배추도사무도사,"전쟁터와 같은 패션계, 레이스를 사랑하는 이 남자를 주목하라!",카카오웹툰,로맨스,,,,,,
2153,란의 공식,완결,양영순,양영순,"누들누드 , 아색기가 의 양영순을 기억하는가? 1001 의 양영순을 기억하는가?",카카오웹툰,학원/판타지,,,,,,
2154,코알랄라,완결,yami,yami,"먹는게 가장 소중한 코알라와 얌이의 즐거운 먹방. 계란후라이도 군고구마도 라면도 팥빙수도 게장도 모두모두 세상 어떤 음식이라도, 맛있을 땐 외쳐. 코알랄라!",카카오웹툰,코믹/일상,,,,,,
2155,용사에게 소중한 것,완결,데몬제이,데몬제이,어느 용사의 대서사시,카카오웹툰,코믹/일상,,,,,,
2156,빨간봉투,완결,최호진,최호진,가질 수 없는 것들을 욕망하는 청춘들의 이야기,카카오웹툰,드라마,,,,,,
2157,미세스 선녀,완결,박세준,박세준,"학원가를 주름잡던 그녀, 어느날 현모양처가 되어 돌아오다!",카카오웹툰,드라마,,,,,,
2158,도사랜드,완결,이원식,이원식,제대로된 직업에는 사짜가 들어가 줘야지! 그래서 바로 도사!,카카오웹툰,학원/판타지,,,,,,
2159,흰둥이,완결,윤필,윤필,오늘도 흰둥이는 사람들과 살아갑니다,카카오웹툰,드라마,,,,,,
2160,낙오여군복귀기,완결,윤필,윤필,정부 특별조치 발표! 여성 군복무 의무화 시대!,카카오웹툰,드라마,,,,,,
2161,모든걸 걸었어,완결,Hun,Hun,한계가 꿈을 가로막을 때 당신은 목숨을 걸 수 있겠는가,카카오웹툰,액션/무협,,,,,,
2162,지혜가 쫀득쫀득,완결,어택,어택,어택 스타일로 배우는 쫀득쫀득한 생활의 지혜!,카카오웹툰,코믹/일상,,,,,,
2163,순정큐피트,완결,오곡,오곡,"누구나 필요한 것, 누구나 가슴 속에 품고 있는 그것!",카카오웹툰,판타지 드라마,,,,,,
2164,후크는 악당이다,완결,엄세윤,엄세윤,"후크는 악당이다, 대체 왜?....... 그 사건의 전말를 파헤친다!",카카오웹툰,판타지 드라마,,,,,,
2165,날 좋아해줘,완결,김도연,김도연,"좋아할 수 없을 것 같은 그들의 당부, 날 좋아해줘",카카오웹툰,드라마,,,,,,
2166,사춘기 메들리,완결,곽인근,곽인근,"풋풋하기만 했던 고등학생 시절, 인생 최대 위기가 찾아왔다!",카카오웹툰,드라마,,,,,,
2167,소녀K,완결,네스티캣,네스티캣,이제껏 본적 없었던 미소녀 킬러 액션이 온다!,카카오웹툰,액션/무협,,,,,,
2168,사라세니아,완결,이상록,이상록,세상만물의 가치를 보는 초능력을 가진 주인공. 무료한 일상 중 찾아온 의외의 일들.,카카오웹툰,판타지 드라마,,,,,,
2169,환상의 파트너,완결,김예린,장유라,"꽃미남 동물 심리학자와 동물의 말이 들리는 여자, 환상의 짝꿍이 될 수 있을까?",카카오웹툰,판타지 드라마,,,,,,
2170,쏘쏘리,완결,남지은,남지은,부족한 것 투성이로 살아가는 30대 싱글녀 쏘쏘리와 그녀의 주변인들의 삶 이야기!,카카오웹툰,코믹/일상,,,,,,
2171,라스트,완결,강형규,강형규,지하경제 100억을 둘러싼 한 남자의 사투가 시작된다!,카카오웹툰,드라마,,,,,,
2172,스틸레인,완결,양우석,양우석,지금 한반도가 위험하다! 숨막히는 국제 정치 스릴러!,카카오웹툰,판타지 드라마,,,,,,
2173,보고 있으면 기분 좋아져라,완결,페리테일,페리테일,"말랑말랑 촉촉하게, 당신과 같이 나누고 싶은 페리의 감성시트콤!",카카오웹툰,코믹/일상,,,,,,
2174,조명가게,완결,강풀,강풀,삶과 죽음의 경계에 있는 그들. 끈절하고 밀도 높은 공포!,카카오웹툰,공포/스릴러,,,,,,
2175,창작의 고통,완결,낼름이,낼름이,대학교 만화학과에 들어가면 무엇을 배우는지 알아볼까요?,카카오웹툰,코믹/일상,,,,,,
2176,아침에 시 한 수,완결,조경규,조경규,팬더댄스와 함께 매일 매일 아침 시 한 수 꿀 꺽!,카카오웹툰,코믹/일상,,,,,,
2177,커피와 하루 the start,완결,한상훈,한상훈,커피와 함께 살아가는 네 사람의 이야기,카카오웹툰,드라마,,,,,,
2178,메트로놈,완결,이원진,이원진,시간의 벽을 넘어 잃어버린 기억 속의 그녀를 지켜야만해!,카카오웹툰,학원/판타지,,,,,,
2179,잡초이야기,완결,정이리이리,정이리이리,"고뇌하는 잡초의 탄생 이후, 잡초계에서 벌어지는 4차원의 일상!",카카오웹툰,코믹/일상,,,,,,
2180,기춘씨에게도 봄은 오는가,완결,네온비,네온비,나에게도 한번만 기회를..! 기춘씨의 처절한 솔로탈출기!,카카오웹툰,코믹/일상,,,,,,
2181,그녀의 수염,완결,유동혁,유동혁,"눈에 거슬리는 그녀의 수염, 그리고 사랑 혹은 이별..",카카오웹툰,판타지 드라마,,,,,,
2182,학원기이야담,완결,계란계란,계란계란,기이하고 익숙한 학원괴담을 엉뚱하게 비틀어버린다. 계란계란작가의 특별한 호러만화,카카오웹툰,코믹/일상,,,,,,
2183,에어리어제로,완결,라라시스터,라라시스터,행복할 수 없는 지구를 떠나려 하지만 그 이유를 잃은 사람들의 이야기,카카오웹툰,판타지 드라마,,,,,,
2184,인터뷰,완결,루드비코,루드비코,슬럼프에 빠진 작가가 들려주는 독특한 감각의 옴니버스 이야기,카카오웹툰,공포/스릴러,,,,,,
2186,광해이야기2,완결,DAUM,WEBTOON,3부작 단편 광해이야기 그 두번째,카카오웹툰,공포/스릴러,,,,,,
2187,보지 못하고 듣지 못하고 사랑해,완결,네스티캣,네스티캣,나는 당신을 못보고 당신은 나를 못듣지만 그래도 사랑해,카카오웹툰,로맨스,,,,,,
2188,트레져헌터2,완결,허견,허견,뒤엉킨 시간과 라크리모사의 분노! 모든 궁금증을 풀어 줄 대망의 시즌2!,카카오웹툰,학원/판타지,,,,,,
2189,거울아씨전,완결,환상거북,환상거북,내가 원하던 여자친구의 모습을 한 거울아씨와의 미스터리한 동거,카카오웹툰,판타지 드라마,,,,,,
2190,야옹이와 흰둥이,완결,윤필,윤필,"흰둥이 시리즈의 시작점, 그 감동의 이야기를 다시 만나다!",카카오웹툰,드라마,,,,,,
2191,이너 다이어리,완결,최호진,최호진,편한 몸을 위해 벗어 던진 속옷! 높은 현실의 벽 앞에 울고 웃는 여자들의 솔직한 이야기!,카카오웹툰,드라마,,,,,,
2192,고마워 다행이야,완결,장대현,장대현,그녀는 어떤 결정을 내릴까? 네 사람의 사랑 그 잔악한 이야기,카카오웹툰,로맨스,,,,,,
2193,수심 3000m에 닿으면,완결,김만호,김만호,신비로 가득찬 바다 그리고 인어에게 복수하기 위한 남자의 사투!,카카오웹툰,판타지 드라마,,,,,,
2194,마왕의 성,완결,서강용,서강용,"아무도 가보지 못한 안개의 숲 속 마왕의 성, 그곳엔..",카카오웹툰,학원/판타지,,,,,,
2195,기네스 세계기록 세우기,완결,팀,샐러드레씽,"기네스 세계기록에 도전하는 소년, 소녀들의 당찬 이야기!",카카오웹툰,학원/판타지,,,,,,
2196,라이오트,완결,박강호,박강호,천천히 종말이 다가오고 있다 그것을 막을 수 있는 것은..,카카오웹툰,공포/스릴러,,,,,,
2197,비산,완결,박혜림,박혜림,대구 비산동 설화 를 모티브로 한 만화로 거대한 거북과 한 소년의 짧은 여행을 다루고 있다.,카카오웹툰,판타지 드라마,,,,,,
2198,아쉬탕가,완결,홍경원,홍경원,궁극의 기술 아쉬탕가 를 완벽 마스터 하는 자 누가 될 것인가!,카카오웹툰,드라마,,,,,,
2199,커피와 하루 ternate,완결,한상훈,한상훈,커피와 함께하는 우리들의 따뜻한 인생 이야기,카카오웹툰,드라마,,,,,,
2200,암브로시아,완결,와자,와자,음식 섭취로 초능력을 발휘하는 주인공의 왁자지껄 활약기!,카카오웹툰,코믹/일상,,,,,,
2201,가론피,완결,P,P,피P에 관한 피할 수 없는 옴니버스 공포만화가 펼쳐진다!,카카오웹툰,공포/스릴러,,,,,,
2202,모르모트,완결,데몬제이,데몬제이,개성 넘치는 쥐들이 들려주는 유리벽 안 작은 세상 이야기,카카오웹툰,코믹/일상,,,,,,
2203,노숙자 블루스,완결,조금산,조금산,처음부터 선택된 인생이 어디있어? 난 지금부터 그걸 바꿀꺼야!,카카오웹툰,드라마,,,,,,
2204,좀비의 시간2,완결,이경석,이경석,"좀비애와 가족애를 결합한 새로운 한국형 좀비만화, 그 두 번째 이야기!",카카오웹툰,공포/스릴러,,,,,,
2205,차이니즈 봉봉클럽 북경편,완결,조경규,조경규,"차이니즈봉봉클럽의 차기 회장을 뽑도록 하지. 온갖 지역의 산해진미가 가득한 북경에서 살아보기로 한 은영양과 그녀의 가족. 마파두부 마라샹궈 딤섬 그곳에서 은영양은 삼시네끼로도 부족한 행복한 나날을 보낸다. 그러던 어느 날, 가족의 초대로 차봉 멤버가 북경에 모였다. 그리고 첫 식사인 베이징 오리 를 맛보는 순간... 어느덧 바뀌어 있는 아롱 의 모자! 차봉의 회장이라면 무조건 써야 되는 저 모자... 회장을 뽑기 위해 시작된 모종의 대결! 과연 그 승자는 누구일까?!",카카오웹툰,코믹/일상,,,,,,
2206,앞으로 나란히,완결,글피,글피,당신이 알게 된 진짜 사랑이 지금의 사랑이 아니라면..,카카오웹툰,드라마,,,,,,
2207,겨울하나,완결,마루,마루,유령소년 유가온이 죽은뒤에 맞는 첫 인연에 대한 이야기,카카오웹툰,판타지 드라마,,,,,,
2208,마당에 데굴데굴 열매,완결,라라시스터,라라시스터,간절히 바라는 이에게 이 소중한 씨앗을 드립니다,카카오웹툰,드라마,,,,,,
2209,커피와하루,완결,한상훈,한상훈,커피와 함께하는 따뜻한 하루 이야기,카카오웹툰,코믹/일상,,,,,,
2210,무채색 가족,완결,강형규,강형규,"무심한듯 시크한 가족코믹극, 가난한 그들의 경제회복기!",카카오웹툰,드라마,,,,,,
2211,당신의 모든 순간,완결,강풀,강풀,"순정만화 네번째 이야기, 당신의 모든 순간",카카오웹툰,판타지 드라마,,,,,,
2212,당신과 당신의 도서관,완결,곽인근,곽인근,사상초유 엘리트 된장녀가 던지는 화끈한 인격모독!,카카오웹툰,로맨스,,,,,,
2213,디스라이크,완결,배추도사무도사,배추도사무도사,"민트사탕 맛의 오기와 자존심, 정말 안좋아해? 좋아해?",카카오웹툰,로맨스,,,,,,
2214,미소식가,완결,장어진,장어진,"외딴 레스토랑 미소식가를 배경으로 펼쳐지는, 꿈과 사랑 가득한 사람들의 이야기",카카오웹툰,드라마,,,,,,
2215,수퍼우먼2,완결,임강혁,임강혁,"모든 것이 사라진 지금, 그녀 앞에 펼쳐진 또 다른 세계는?! 본격 히어로 만화",카카오웹툰,학원/판타지,,,,,,
2216,환상주사위,완결,환상거북,환상거북,환상속의 모험을 즐기는 TRPG 부 아이들의 이야기,카카오웹툰,판타지 드라마,,,,,,
2217,GONE,완결,라라시스터,라라시스터,"내가 죽더라도 너무 슬퍼하지마, 바람결에 너를 다시 찾아갈게",카카오웹툰,로맨스,,,,,,
2218,에스탄시아1,완결,팀,풍경,에스탄시아 는 만화창작집단 풍경의 데뷔작,카카오웹툰,학원/판타지,,,,,,
2219,트레져헌터1,완결,허견,허견,인디아나 존스를 꿈꿨던 청년들과 의문의 소녀들의 보물찾기 대소동,카카오웹툰,학원/판타지,,,,,,
2220,에스탄시아2,완결,팀,풍경,"만화창작집단 풍경의 세번째 SF대작. 열차탈주극 에스탄시아, 그 두번째 이야기!",카카오웹툰,학원/판타지,,,,,,
2221,아일랜드,완결,팀,풍경,"한국 SF 만화의 신화 팀 풍경, 그들의 2010년 최신작!",카카오웹툰,학원/판타지,,,,,,
2222,장마,완결,네스티캣,네스티캣,어느 시골마을을 휩쓴 연쇄살인..그곳에는 비가 내린다!,카카오웹툰,공포/스릴러,,,,,,
2223,이스크라,완결,이충호,이충호,썩은 세상을 바꾸려는 젊은 영웅들의 열혈 혁명기! 작가 이충호의 대단한 도전!,카카오웹툰,학원/판타지,,,,,,
2224,매지컬,완결,글피,글피,올바른 매지컬 프린세스를 기르는 한 요정의 육성분투기,카카오웹툰,코믹/일상,,,,,,
2225,풋프린트,완결,김만호,김만호,"15년 전 돌아가신 아버지, 그가 남긴 흔적을 쫓는 20살 청년의 성장드라마!",카카오웹툰,드라마,,,,,,
2226,팬더댄스와 차봉클럽,완결,조경규,조경규,차이니즈 봉봉클럽에 팬더댄스가 떴다?! 본격 중화요리 만화 지금부터 시작합니다,카카오웹툰,코믹/일상,,,,,,
2227,실버볼2,완결,주니쿵,주니쿵,드디어 실버볼 시즌전 개막! 상상초월 볼 컨트롤!,카카오웹툰,드라마,,,,,,
2228,광해이야기,완결,DAUM,WEBTOON,"2010년 여름, 만화속세상이 선보이는 공포 프로젝트 광해",카카오웹툰,공포/스릴러,,,,,,
2229,크레이지,완결,팀,풍경,어느 소년의 작지만 만만치 않은 감동이 시작됩니다,카카오웹툰,드라마,,,,,,
2230,우리동네에 왜 왔니,완결,조금산,조금산,조폭 패거리로 부터 우리동네를 지켜라! 조금산 작가 신작!,카카오웹툰,드라마,,,,,,
2231,셔틀맨,완결,네온비,네온비,찌질이 빵셔틀맨 앞에 나타난 괴상한 구원자!,카카오웹툰,코믹/일상,,,,,,
2232,헌티드스쿨 원더러즈 에이스,완결,계란계란,계란계란,"평화롭던 우리 학교에 생긴 웃지 못할 사건, 사건의 실마리는 과연 어디에?!",카카오웹툰,학원/판타지,,,,,,
2233,To.From,완결,오곡,오곡,"우연히 낯선 세계에 발을 딛은 소년, 그곳에서 만난 것은..?",카카오웹툰,학원/판타지,,,,,,
2234,탄,완결,임강혁,임강혁,수퍼우먼 임강혁 작가의 괴기발랄한 단편 만화!,카카오웹툰,코믹/일상,,,,,,
2235,실버볼1,완결,주니쿵,주니쿵,새로운 스포츠 실버볼 ! 그 속에서 펼쳐지는 요절복통 이야기!,카카오웹툰,드라마,,,,,,
2236,반짝반짝 컬링부,완결,곽인근,곽인근,컬링을 단 한번도 해본적 없는 선생님과 학생들이 풀어가는 좌충우돌 컬링 이야기,카카오웹툰,드라마,,,,,,
2237,카메라ON,완결,환상거북,환상거북,"학교의 모든 특종은 나에게 맡겨라, 4차원 명랑 학원만화 출동 !",카카오웹툰,학원/판타지,,,,,,
2238,종달새가 말했다,완결,이원진,이원진,"아주 가까운 미래, 게임중독 소녀와 자폐소년이 만들어가는 하이테크 청춘 동화!",카카오웹툰,드라마,,,,,,
2239,지옥에서,완결,Hun,Hun,한적한 시골에서 드러나는 또 하나의 지옥도! Hun 작가 2009 하반기 최신작!,카카오웹툰,액션/무협,,,,,,
2240,고백,완결,남지은,남지은,갑작스러운 고백? 나는 네가 누군지도 잘 모른단 말이야!,카카오웹툰,로맨스,,,,,,
2241,흩날리는,완결,Hun,Hun,2년간의 기다림끝에 찾아 온 항해의 새로운 시작!,카카오웹툰,학원/판타지,,,,,,
2242,수퍼우먼1,완결,임강혁,임강혁,강철같은 그녀의 숨겨진 비밀은? 본격 여성 히어로 만화 슈퍼우먼!,카카오웹툰,학원/판타지,,,,,,
2243,R에 관해서,완결,이림,이림,각기 다른 4명의 여성. 그녀들의 사랑과 일. 이림의 세번째 작품.,카카오웹툰,드라마,,,,,,
2244,룬의 이야기,완결,주니쿵,주니쿵,위대한 바위가 되기 위해 떠나는 어느 바위인간의 아름다운 동화!,카카오웹툰,판타지 드라마,,,,,,
2245,까야제맛,완결,하준성,하준성,체이서 하준성 작가의 무한 개그본능이 살아난다!,카카오웹툰,코믹/일상,,,,,,
2246,비행접시,완결,고리타,고리타,사랑하지 않는 자는 모두 유죄! 목숨을 건 사랑쟁탈전 발발!,카카오웹툰,코믹/일상,,,,,,
2247,탁구공,완결,조금산,조금산,"어느날 만난 의문의 노숙자, 그리고 떠오르는 사랑의 기억?",카카오웹툰,드라마,,,,,,
2248,사랑보험,완결,와자,와자,사랑 때문에 아프십니까? 이제 사랑도 보험이 필요합니다,카카오웹툰,로맨스,,,,,,
2249,삼백이론,완결,계란계란,계란계란,"망상에 빠져 사는 소녀와 평범한 우등생, 두 소녀가 풀어나가는 일상의 낯선 재해석",카카오웹툰,학원/판타지,,,,,,
2250,어게인,완결,강풀,강풀,2009년 강풀작가의 최신작! 미심썰 시즌4 더 강력한 스릴이 온다!,카카오웹툰,공포/스릴러,,,,,,
2251,무차별! 강팀장,완결,홍경원,홍경원,성과 위주로 달리는 무차별 강팀장! 그의 리더십에 최대 위기가 찾아왔다!,카카오웹툰,코믹/일상,,,,,,
2252,미확인거주물체,완결,장이,장이,"옆집에 조용히 내려 앉은 미확인물체, 알수없는 존재와의 독특한 동거가 시작된다",카카오웹툰,판타지 드라마,,,,,,
2253,방벽동,완결,제피가루,제피가루,지구를 습격해오는 괴생명체. .세상의 끝에서 그들과 맞서 싸우는 농촌 메카닉 드라마,카카오웹툰,학원/판타지,,,,,,
2254,밤12시,완결,DAUM,WEBTOON,"7주간, 매주 금요일 밤 12시 만화속세상 대표작가들이 선보이는 아주 특별한 공포",카카오웹툰,공포/스릴러,,,,,,
2255,염라공주 모모레,완결,주니쿵,주니쿵,인간세계에서 살아가는 염라국 공주 모모레 식솔들의 좌충우돌 이야기!,카카오웹툰,코믹/일상,,,,,,
2256,술,완결,네스티캣,네스티캣,트레이스 네스티캣의 신작 술! 증오와 사랑 그리고 인간에 관한 새로운 판타지!,카카오웹툰,학원/판타지,,,,,,
2257,12월,완결,강소소,강소소,송래현 작가의 12월 전작보다 더 가슴아픈 사랑의 이야기가 펼쳐집니다,카카오웹툰,드라마,,,,,,
2258,고양이 장례식,완결,홍작가,홍작가,"헤어진 그와 그녀, 고양이 장례식에서 만나다. 홍작가의 7부작 단편극장",카카오웹툰,드라마,,,,,,
2259,향연상자,완결,Hun,Hun,그들을 가둔 뜨거운 컨테이너 박스. .새로운 룰로 무장한 또 한 번의 생존게임!,카카오웹툰,학원/판타지,,,,,,
2260,항해1,완결,Hun,Hun,작가 최종훈 hun 의 세 번째 웹만화 항해 !,카카오웹툰,학원/판타지,,,,,,
2261,해골택시,완결,와자,와자,"이제 스스로 삶을 포기하려는 자여, 당신 앞으로 택시 한 대가 멈춰 설 것이다.",카카오웹툰,코믹/일상,,,,,,
2262,마음이 만든 것,완결,정필원,정필원,"아이들의 순수한 로맨스, 정필원 작가의 작품과 함께 추억속으로 여행을 떠나세요",카카오웹툰,판타지 드라마,,,,,,
2263,이웃사람,완결,강풀,강풀,오늘 나를 스치고 지나간 그 사람은 당신의 공포스러운 대상이 될 수 있다.,카카오웹툰,공포/스릴러,,,,,,
2264,샴,완결,Hun,Hun,"불의의 사고로 서로의 몸을 공유하게 된 비극적인 쌍둥이 형제, 그들의 운명은?",카카오웹툰,학원/판타지,,,,,,
2265,천사의 섬,완결,고리타,고리타,"하염없이 섬에서 표류하는 주인공. 그러던 어느날, 그의 앞에 천사가 나타난다.",카카오웹툰,코믹/일상,,,,,,
2266,무림수사대,완결,이충호,이충호,이충호 작가의 6년만의 컴백작 무림수사대,카카오웹툰,학원/판타지,,,,,,
2267,교수인형,완결,팀,겟네임,"아마추어 작가 코너 나도 만화가 , 도전 만화가 에서 폭발적인 인기를 모았던 작품",카카오웹툰,공포/스릴러,,,,,,
2268,데자뷰,완결,Hun,Hun,Hun 작가의 첫번째 웹툰 도전 데자뷰! 감동을 원하는 독자들께 추천합니다,카카오웹툰,판타지 드라마,,,,,,
2269,울트라병장,완결,김민재,김민재,리얼코믹 SF메카닉 만화. 울트라 병장은 대한민국의 평화를 지킬수 있을 것인가,카카오웹툰,학원/판타지,,,,,,
2270,블러드 오션,완결,팀,풍경,형과 동생들을 찾아 우주를 배회하는 이연의 행로는 어떻게 될 것인가.,카카오웹툰,학원/판타지,,,,,,
2271,"봄, 가을",완결,이림,이림,"봄, 가을 은 죽는남자 에서 보여줬던 이림 작가 특유의 시적인 전개와 코믹함이 묻어난다",카카오웹툰,드라마,,,,,,
2272,커피 앤 페이퍼,완결,남지은,남지은,"20대라면 누구나 고민할 법한 진학, 사랑에 대하여...",카카오웹툰,드라마,,,,,,
2273,도로시밴드,완결,홍작가,홍작가,도로시와 그녀의 밴드 맴버들이 안내하는 환상의 나라로 떠나보세요,카카오웹툰,드라마,,,,,,
2274,브이,완결,제피가루,제피가루,어린 시절 우리의 영웅 태권브이의 당당한 귀환!,카카오웹툰,학원/판타지,,,,,,
2275,그대를 사랑합니다,완결,강풀,강풀,순정만화 3번째. 강풀의 손끝에서 나오는 어른들의 사랑이야기,카카오웹툰,드라마,,,,,,
2276,오리우리,완결,JJO,JJO,청년백수 솔로 탈출기 남아돌아 의 히어로 캐러멜 작가의 두번째 작품,카카오웹툰,코믹/일상,,,,,,
2277,도깨비,완결,네스티캣,네스티캣,2006 SiCAF 디지털 만화공모전 대상에 빛나는 네스티캣의 데뷔작,카카오웹툰,학원/판타지,,,,,,
2278,죽는남자,완결,이림,이림,"100일 동안 주어진 시간, 모든 것을 나누어주고 떠날 채비를 준비하는 남자",카카오웹툰,드라마,,,,,,
2279,스멜스 라이크 30 스피릿,완결,고리타,고리타,고리타 작가 특유의 개그코드로 우울한 현대인의 자화상을 즐겁게 편곡 한 작품,카카오웹툰,코믹/일상,,,,,,
2280,26년,완결,강풀,강풀,5.18이라는 민감한 소재를 다루면서 대중적 재미를 놓치지 않아 많은 박수를 받은 작품,카카오웹툰,드라마,,,,,,
2281,심인애씨의 소유,완결,남지은,남지은,놀아죠패밀리 로 사랑을 받았던 남지은 작가의 두번째 작품,카카오웹툰,드라마,,,,,,
2282,남아돌아,완결,JJO,JJO,남아돌아 는 젊은 층에게 많은 인기를 누리고 있는 캐러맬 작가의 데뷔작,카카오웹툰,코믹/일상,,,,,,
2283,타이밍,완결,강풀,강풀,"이 작품을 보는 순간, 여러분이 알고 있는 시간의 개념은 무너질 것이다.",카카오웹툰,공포/스릴러,,,,,,
2284,놀아죠 패밀리,완결,남지은,남지은,네티즌들과 재밌고 감동적인 이야기를 나누고 싶은 남지은 작가의 데뷔작.,카카오웹툰,코믹/일상,,,,,,
2285,바보,완결,강풀,강풀,강풀 순정만화 씨즌2 바보. 겨울내내 가슴 속에 따뜻한 사랑과 웃음을 심어주었던 작품,카카오웹툰,드라마,,,,,,
2286,아파트,완결,강풀,강풀,강풀만이 그려낼 수 있는 만화속 공포. 2006년 영화로 제작되어 화제를 모으기도 했다.,카카오웹툰,공포/스릴러,,,,,,
2287,순정만화,완결,강풀,강풀,강풀 작가의 대표작품인 순정만화 . 2004년 최고의 히트작품,카카오웹툰,로맨스,,,,,,
2288,노력의 卍(만),완결,행자,행자,만년 낙제생 태원 . 그의 목표는 아픈 누나를 치유하기 위해 세상을 지배하는 천중궐의 신관이 되는 것. 신관을 뽑기 위해 뇌왕신 의 강림제가 얼마 남지 않은 날 호족이 마을을 침입했다. 빼앗고 죽이는 혼란 속에서 누나를 지키기 위해 집으로 뛰어가는 태원이 마주한 사람은 바로 뇌왕신. 생명을 바쳐 뇌왕신을 얻었지만 자신의 누나는 지키지 못했다. 목표를 이뤘지만 목적을 잃어버린 태원에게 천중궐 황제가 건넨 달콤한 제안. 천중궐의 꼭대기 층으로 올라오면 살아있는 누나를 만나게 해주마. 100층에서 이제 1층으로 올라가야 한다. 만년 낙제생 태원은 과연 각 층의 신관을 이기고 누나를 다시 만날 수 있을 것인가?!,카카오웹툰,학원/판타지,,,,,,
2289,튜토리얼이 너무 어렵다,월,이마에,다이키,우연히 튜토리얼의 세계로 들어가게 된 전직 프로게이머 이호재. 튜토리얼에서 살아남기 위해서 처절한 노력을 하는 주인공은 주어진 미션을 클리어 해나가면서 튜토리얼의 비밀을 알게되는데... 튜토리얼을 넘어서 적극적으로 자신의 삶과 세계를 변화시켜 나가는 성장물.,카카오웹툰,학원/판타지,,,,,,
2290,녹음의 관,월,삵,삵,"남자주인공에게 트라우마를 남긴 계모의 딸에 빙의했다. 이 모든 것은 내가 열 다섯 살 때 쓴 소설 속 안. 괜찮아, 어떻게든 널 행복하게 만들어줄게. 내가 이 소설의 원작자라고! 저는 단 한번도 누님을 가족이라 생각한 적이 없습니다. 남주 행복 프로젝트, 열심히 실천하고 있다고 생각했는데. 왜 나를 가족으로 인정해주지 않는거니? 남주가 공작이 되기 전까지 나, 무사히 살아남을 수 있을까?",카카오웹툰,로맨스 판타지,,,,,,
